fecha,dia_semana,turno,pos_01,pos_02,pos_03,pos_04,pos_05,pos_06,pos_07,pos_08,pos_09,pos_10,pos_11,pos_12,pos_13,pos_14,pos_15,pos_16,pos_17,pos_18,pos_19,pos_20
2025-10-29,Miércoles,NOCTURNA,5026,8970,9094,0855,2094,3063,2211,6935,3466,8311,7890,9194,7380,0353,7947,0100,1770,5198,2132,6923
2025-10-30,Jueves,LA PREVIA,0504,1087,4858,8030,6160,9694,2283,8311,4741,1200,5314,1943,7431,4384,7379,2163,0785,3634,1414,2134
2025-10-30,Jueves,LA PRIMERA,5841,2046,7357,6582,6374,2829,6128,5129,1849,4290,1787,1459,9205,9976,0734,4153,5279,4953,4851,1339
2025-10-30,Jueves,MATUTINA,6057,9564,3215,5685,9377,4023,9849,1228,5973,2922,5757,8008,9311,1399,1376,6239,5256,1948,5990,7908
2025-10-30,Jueves,VESPERTINA,2763,5492,5171,3852,0458,6584,1741,4444,3007,9160,1439,2199,9001,2896,7658,8225,2760,9639,9442,3183
2025-10-30,Jueves,NOCTURNA,9901,4040,9266,4027,0011,4750,6256,8780,1309,1038,2915,7135,6562,3877,5366,7546,7329,0686,8730,6534
2025-10-31,Viernes,LA PREVIA,3659,6454,6115,9028,6987,9977,7145,8150,4116,3837,5947,1778,7604,5505,1457,8958,8614,8146,2808,1477
2025-10-31,Viernes,LA PRIMERA,5724,6210,1870,2967,5036,6970,5755,9021,3965,4937,6698,8546,2800,4775,6595,1090,6119,5307,2857,8026
2025-10-31,Viernes,MATUTINA,1338,5577,5244,1386,0704,8400,6324,4686,0489,6424,7386,1871,4063,8041,1401,4208,7287,9245,4135,7523
2025-10-31,Viernes,VESPERTINA,2067,7356,4613,2774,2298,5558,3220,2995,0336,8271,8692,8892,0089,1746,9735,0189,2834,3810,1711,9490
2025-10-31,Viernes,NOCTURNA,5880,8733,2067,9738,6726,7595,5316,2292,4202,2060,4869,1022,7514,5145,6019,1524,6629,4847,4609,6773
2025-11-01,Sábado,LA PREVIA,4112,3229,9864,5279,1235,2683,1860,5303,8475,3227,8542,4958,7188,8425,6641,9019,0957,6442,3836,8623
2025-11-01,Sábado,LA PRIMERA,4006,0016,6685,5299,2364,1327,7923,0995,0079,8463,1944,2528,0024,2505,8107,5952,0762,5756,3311,2682
2025-11-01,Sábado,MATUTINA,2328,1444,7936,0222,9593,4719,0356,1997,7569,5006,1333,2124,8724,9526,3638,7178,8618,5709,9874,2648
2025-11-01,Sábado,VESPERTINA,8064,0093,7427,8613,7988,3305,6488,8747,7772,0846,4687,6260,0368,5698,1181,8934,3378,4035,7813,7922
2025-11-01,Sábado,NOCTURNA,1058,8305,9398,5334,7459,6312,1233,1354,2438,1470,0764,0654,0836,3804,4545,4954,2353,2074,9435,7282
2025-11-03,Lunes,LA PREVIA,4031,2219,3391,5675,0087,2957,2970,2644,4728,9422,2002,1276,1455,1072,0754,0051,3464,4706,8852,5917
2025-11-03,Lunes,LA PRIMERA,2196,8640,8803,5328,5705,0990,7070,0249,7129,6496,0041,0031,9403,2326,5372,3301,0877,7355,0964,5024
2025-11-03,Lunes,MATUTINA,4998,2092,6222,4663,2292,5954,7008,1275,6847,9844,5588,5631,3114,7514,9198,3584,9761,2909,7324,0180
2025-11-03,Lunes,VESPERTINA,8366,1411,2180,0879,9785,2937,7875,6268,7656,5692,9017,7734,6257,8889,0524,7821,4011,3605,0119,2066
2025-11-03,Lunes,NOCTURNA,5873,4965,1603,0433,5870,8936,8876,1869,4983,9389,8763,7464,4492,2643,4559,9858,9417,8626,6354,9084
2025-11-04,Martes,LA PREVIA,1183,5640,6100,5306,1737,0646,0313,7831,9473,4818,9181,5898,3218,2599,6666,2947,7797,3353,3713,6913
2025-11-04,Martes,LA PRIMERA,8115,3131,7376,8716,3654,4841,3375,0163,4578,3140,1947,8997,8042,2770,1409,9419,5265,7772,7814,5261
2025-11-04,Martes,MATUTINA,0043,1712,8953,9899,0015,5981,0938,3308,2779,4881,7631,6373,5463,4384,1734,8307,2075,2580,4117,9667
2025-11-04,Martes,VESPERTINA,1077,7917,9682,3439,6506,6395,8978,9405,0507,9981,6250,8419,6092,1643,2782,5157,8970,6495,4225,6173
2025-11-04,Martes,NOCTURNA,9093,3605,1845,2756,4770,2254,2633,6551,9483,4926,0450,3816,4696,6739,0050,5994,5578,7311,1169,6921
2025-11-05,Miércoles,LA PREVIA,7148,1983,4976,8627,3899,2929,4742,1940,8600,8961,8598,7437,1869,8720,2907,0458,3898,0779,0764,8904
2025-11-05,Miércoles,LA PRIMERA,2705,0968,7291,7336,7608,2889,0577,4068,3771,4389,2921,6437,2050,4047,6608,8836,7653,0927,2037,6741
2025-11-05,Miércoles,MATUTINA,5635,5742,3005,3348,7923,9065,0386,1010,2865,4321,5512,7794,6764,6563,8140,5113,2066,8656,8189,5563
2025-11-05,Miércoles,VESPERTINA,2008,8584,1773,2516,4275,7655,2354,2136,4398,0582,7695,0892,6519,1303,0222,6306,8358,8133,6032,0415
2025-11-05,Miércoles,NOCTURNA,7485,4364,4490,0608,2075,3469,3444,2878,0275,3147,6560,4201,6751,4939,0141,8096,9322,1164,5824,0622
2025-11-06,Jueves,LA PREVIA,9075,7156,9827,1457,8630,1410,5941,0949,3210,7299,0911,9839,7901,7945,9325,7388,8419,1788,6450,3726
2025-11-06,Jueves,LA PRIMERA,3819,2623,9041,3294,9227,0476,1748,5384,5744,8387,3569,8968,7137,2930,6063,9912,1196,8344,7708,9444
2025-11-06,Jueves,MATUTINA,2894,4660,4503,2981,5189,6375,2155,9073,6708,0799,4317,9171,9813,3814,5617,2161,8103,2355,8911,3698
2025-11-06,Jueves,VESPERTINA,8641,1188,0970,8419,4468,0587,6405,7153,5608,7111,2515,2276,4156,9724,7028,2819,2257,4279,7408,1360
2025-11-06,Jueves,NOCTURNA,9328,1250,7362,9141,4066,8386,6197,4189,1411,5837,3471,2763,1160,2754,4972,4459,0695,4441,2144,2631
2025-11-07,Viernes,LA PREVIA,3339,9605,8092,0502,1513,1358,8850,0888,5423,3308,9227,4644,4019,5187,3424,8577,2648,6341,1774,9859
2025-11-07,Viernes,LA PRIMERA,9923,4245,7490,6618,0224,1513,0211,7447,2343,1438,4041,1269,6392,9440,0393,0743,8281,5836,0127,6305
2025-11-07,Viernes,MATUTINA,2961,1927,8892,6282,4081,6927,5573,8002,2190,4111,2571,5507,1980,3572,4935,7911,6630,6485,6200,9496
2025-11-07,Viernes,VESPERTINA,7082,1294,4802,4152,6448,7728,7067,9389,6422,4354,8849,2749,5101,6608,2997,6699,7244,6806,4899,0848
2025-11-07,Viernes,NOCTURNA,3757,6995,5464,7500,0749,0578,6754,5674,3171,0563,7934,7953,4336,1901,0649,3622,3787,2347,4534,7858
2025-11-08,Sábado,LA PREVIA,7341,8554,3655,6686,0851,2692,3185,3695,0885,2365,3274,1655,8587,1881,1308,4671,5431,9496,1288,3528
2025-11-08,Sábado,LA PRIMERA,3675,4660,9419,7422,5468,2798,5887,4265,4223,6117,3152,8731,0707,7117,4285,0187,3417,1942,5018,9634
2025-11-08,Sábado,MATUTINA,7132,3033,3936,7897,6472,8770,5931,7882,3541,5791,4292,8595,7004,5356,7828,1170,3942,4546,2715,5651
2025-11-08,Sábado,VESPERTINA,4450,3702,7616,2139,0342,2809,6485,5080,7877,5966,8091,9872,9740,4865,8890,2987,4618,0253,1838,2778
2025-11-08,Sábado,NOCTURNA,6749,9457,1561,2844,7424,9903,2056,3417,2745,8953,7641,7634,1857,5528,1923,2758,5697,9147,3650,9119
2025-11-10,Lunes,LA PREVIA,0374,3310,6040,4016,8640,3984,8700,6132,0513,3195,8912,3209,8080,0904,9469,0589,4900,5270,6917,0680
2025-11-10,Lunes,LA PRIMERA,5150,5155,0036,8134,7881,4897,5372,7657,7643,6002,8541,6839,5240,7371,6542,9504,5301,1507,6118,4327
2025-11-10,Lunes,MATUTINA,5800,9292,4505,0675,8996,3151,4550,0183,0689,5399,9103,9448,2067,6166,2630,1779,9549,3220,6659,2376
2025-11-10,Lunes,VESPERTINA,8272,9499,0665,3744,6754,5243,6930,0018,9946,3842,2181,3531,5464,8139,8166,8813,5020,0100,2001,9647
2025-11-10,Lunes,NOCTURNA,8044,7390,1048,2504,4606,0725,4887,6760,8533,5985,9823,1139,7324,5152,9236,3377,2770,6498,2931,8886
2025-11-11,Martes,LA PREVIA,3745,6855,0555,0333,0425,4409,5132,3217,6748,6248,0995,4014,1359,2695,4275,6261,3606,3109,8628,1407
2025-11-11,Martes,LA PRIMERA,2629,4531,3917,2544,8826,0665,6327,8150,9082,6340,3568,7484,6228,2607,1088,0848,1314,7574,0376,1633
2025-11-11,Martes,MATUTINA,7849,5566,7392,7776,9067,6976,1446,2733,2565,6556,9317,3746,0641,7023,0846,6557,7159,5097,9995,3100
2025-11-11,Martes,VESPERTINA,3034,4236,4823,0058,7068,8336,8824,4173,7326,9329,3282,8605,7958,4906,6829,6709,4761,5036,1386,6920
2025-11-11,Martes,NOCTURNA,0353,9594,8994,6192,7438,9445,6976,9108,1008,4173,3916,6071,4651,3138,3474,7586,4159,1382,5101,6716
2025-11-12,Miércoles,LA PREVIA,3514,2842,5339,7176,7528,1226,9201,8000,2355,6353,9001,2939,4758,0422,1338,0163,4896,4677,1113,3774
2025-11-12,Miércoles,LA PRIMERA,9164,6261,5997,1217,7026,0212,9998,7896,6151,4889,3628,7079,5226,2627,5521,4606,4876,2679,7930,4838
2025-11-12,Miércoles,MATUTINA,7790,4703,6642,9902,1542,8261,4119,9722,5737,0385,8060,2452,5774,0324,1024,5844,1077,7527,0674,9640
2025-11-12,Miércoles,VESPERTINA,8315,2697,4734,1168,3571,5657,3958,7805,0932,5802,8544,6842,3726,7807,8548,7029,4731,4638,5513,8603
2025-11-12,Miércoles,NOCTURNA,1852,4338,7039,1774,1568,1788,6289,4653,8777,9643,0761,9750,2427,8780,2413,8905,9417,1755,0879,1083
2025-11-13,Jueves,LA PREVIA,0101,0274,7620,4100,5895,5487,3132,4572,5525,7996,0720,7227,3272,5873,3929,1723,2915,0930,3822,0383
2025-11-13,Jueves,LA PRIMERA,2742,5088,2614,5442,4864,2244,3812,3082,3583,7434,9919,2465,0301,4777,1955,8141,7254,2253,8323,0639
2025-11-13,Jueves,MATUTINA,6413,5159,8330,6302,0241,3516,6598,4790,7117,0340,1089,6269,2880,3136,0026,8530,8871,2187,7661,8167
2025-11-13,Jueves,VESPERTINA,2244,9293,9535,4466,5642,2201,4505,9643,0428,8702,8645,0229,1222,7324,4331,2776,6647,6895,1027,7820
2025-11-13,Jueves,NOCTURNA,0609,2259,2827,5399,3149,1941,2581,3983,7429,3603,0033,2337,0745,8911,7823,1724,9037,0213,1781,3330
2025-11-14,Viernes,LA PREVIA,2957,0932,1231,2025,0594,9944,0199,7156,8829,3284,4324,0106,1770,6279,5771,7042,2759,6688,1001,2702
2025-11-14,Viernes,LA PRIMERA,1602,9823,3598,4207,1302,4491,8571,5422,6513,8987,1111,1226,6482,4379,7108,8779,3398,9855,4892,8548
2025-11-14,Viernes,MATUTINA,8012,5756,7398,3731,2414,0640,7039,6925,1105,2449,9683,7671,5510,4203,8433,1432,6485,6290,2340,6411
2025-11-14,Viernes,VESPERTINA,8108,3868,6362,3380,4735,3409,4088,0925,8361,1542,7956,6510,9052,5248,1369,5800,8448,8782,4530,7146
2025-11-14,Viernes,NOCTURNA,6205,3543,9017,2714,7578,5472,6960,0016,0481,9537,1109,3346,9156,8151,1922,3226,4161,4150,3486,0902
2025-11-15,Sábado,LA PREVIA,1891,8438,8346,0797,0345,0418,2961,9548,5978,6635,6148,7410,6486,7810,8192,8530,1875,9450,0804,3057
2025-11-15,Sábado,LA PRIMERA,3095,4175,1453,5496,5731,5086,8418,4067,1976,1441,0903,8123,7189,1842,3164,4273,6481,0162,3620,5064
2025-11-15,Sábado,MATUTINA,0519,6222,9152,7448,6602,8421,0370,3713,3948,4197,2391,6422,9334,3616,0813,6578,6508,1286,8235,8134
2025-11-15,Sábado,VESPERTINA,3281,8664,1364,0246,1258,0925,1460,8990,9631,4195,0390,6832,6018,0467,2253,7519,0068,8630,8317,7195
2025-11-15,Sábado,NOCTURNA,0268,5071,0571,3394,1583,4810,7803,2561,7214,7378,0881,9291,4393,6043,3896,4776,5154,5789,5118,7623
2025-11-17,Lunes,LA PREVIA,4975,6514,6235,5625,2815,4629,1743,5486,9812,2605,9719,0275,1958,7741,2229,7995,1348,4317,8102,0188
2025-11-17,Lunes,LA PRIMERA,6738,7942,7865,4234,2533,0524,7435,1260,5675,6483,8576,9883,0187,3556,5719,7299,8629,7223,0414,6127
2025-11-17,Lunes,MATUTINA,7245,5594,8195,7902,5596,7185,6013,8271,5266,4129,8656,6834,1566,8442,4083,9428,8294,9964,9621,1880
2025-11-17,Lunes,VESPERTINA,6605,7932,7443,1812,4234,2864,8230,9440,2565,2023,1766,1738,4530,8537,7489,9522,2640,3080,1704,7012
2025-11-17,Lunes,NOCTURNA,8410,1114,0428,9330,1631,0818,5904,3859,8305,0641,1892,7907,1503,5816,1173,8058,9516,5448,2201,6309
2025-11-18,Martes,LA PREVIA,9688,7927,1151,3307,0130,1229,2426,7259,0597,5828,9186,3358,4517,6245,5994,2494,6150,2260,0034,8399
2025-11-18,Martes,LA PRIMERA,8225,2941,9308,4274,2730,7702,8599,1268,2864,9244,4472,2205,0211,3844,1503,2151,7329,8387,7697,3994
2025-11-18,Martes,MATUTINA,6689,7181,0627,4305,6008,2561,2556,1616,9621,8775,7289,4901,7683,0816,1831,9498,9051,3897,6955,5198
2025-11-18,Martes,VESPERTINA,6981,2772,5041,8658,5746,8976,5547,9789,7003,5614,2515,7594,2469,6971,2936,5136,1971,6833,1088,8412
2025-11-18,Martes,NOCTURNA,3105,7415,3367,6055,9295,8901,0989,1520,7011,3682,4977,9748,0774,8977,7562,7321,2983,2722,4398,0155
2025-11-19,Miércoles,LA PREVIA,0545,8378,2663,2945,2619,5793,1037,8052,1684,8845,6421,0436,4270,6509,6518,1807,1457,3596,1313,2843
2025-11-19,Miércoles,LA PRIMERA,5064,0015,3602,9673,4834,3967,6181,5738,5024,5462,1199,5110,2355,2206,1684,4708,4234,2515,7148,7966
2025-11-19,Miércoles,MATUTINA,0217,8213,5155,1138,0405,8138,5518,6410,8274,8243,9681,5032,1246,4808,8714,5785,3750,5997,9784,5366
2025-11-19,Miércoles,VESPERTINA,0349,7170,5714,1774,2391,3833,3817,0057,1584,2101,7354,1601,8293,8579,3748,2401,4135,5641,2321,4096
2025-11-19,Miércoles,NOCTURNA,7088,2075,0983,3157,5100,1608,4199,8668,2600,2260,7829,4657,1468,1255,5307,5087,4978,1204,1892,5165
2025-11-20,Jueves,LA PREVIA,0633,4585,7473,7735,4539,2240,9626,7205,0448,3827,3684,8324,5661,2484,9709,7260,6129,1522,9913,8025
2025-11-20,Jueves,LA PRIMERA,3645,4843,9534,1131,4917,5086,9051,6033,1637,8971,8044,6359,3585,6177,3879,8578,4058,6834,1150,0572
2025-11-20,Jueves,MATUTINA,1133,3372,9289,1654,6636,5802,4254,2086,1165,0012,7753,9503,7503,2282,6512,1196,7063,2144,4312,6377
2025-11-20,Jueves,VESPERTINA,5832,0058,2102,6192,6119,7421,9610,3185,8827,2383,4091,0419,1542,8562,2174,8905,1123,3853,9231,7041
2025-11-20,Jueves,NOCTURNA,9331,0127,2318,2926,1232,0379,4232,0857,5801,1166,8948,1756,2673,3672,8217,9737,0014,0960,0785,9440
2025-11-21,Viernes,LA PREVIA,5515,4074,2891,8001,0848,2206,5483,8215,5836,5219,1823,7841,9409,8184,4296,9167,4330,3697,3785,4095
2025-11-21,Viernes,LA PRIMERA,0904,6975,3748,0147,3211,6002,5708,5886,4951,4916,6717,1452,6555,2568,3900,8974,6287,9553,1248,3748
2025-11-21,Viernes,MATUTINA,5529,5962,3654,0745,4360,6729,8880,5588,2455,9279,1436,3646,3453,8997,3846,7670,8017,1867,6375,1862
2025-11-21,Viernes,VESPERTINA,8864,9985,5356,1327,2814,9902,9424,5227,3476,0448,4218,0738,0313,6924,3382,8158,6524,8553,1109,9659
2025-11-21,Viernes,NOCTURNA,0867,6384,7416,6636,6167,3937,0228,1870,5900,6426,5321,5331,0760,0931,8425,3254,6634,9598,6195,8821
2025-11-22,Sábado,LA PREVIA,1778,5984,1352,7559,4545,1439,5793,3213,1435,3839,2089,9692,2975,1585,2731,0503,0285,8139,5524,0567
2025-11-22,Sábado,LA PRIMERA,8550,0359,8170,4576,9692,8432,5789,0401,5183,2205,8503,0281,7977,5176,1917,9085,6167,5069,5643,1067
2025-11-22,Sábado,MATUTINA,1003,7420,0241,0108,2991,2330,5683,8918,2419,4819,3546,2160,9769,6714,2454,9170,7576,0984,9315,8514
2025-11-22,Sábado,VESPERTINA,2224,8193,0200,3039,9361,7214,6073,5675,2086,3589,3777,2070,8432,8067,6826,9407,8059,9931,4908,4716
2025-11-22,Sábado,NOCTURNA,6238,9824,5033,5937,5390,0446,1347,0188,9214,3330,8486,9579,1049,1357,0582,7760,5421,8204,2112,7321
2025-11-24,Lunes,LA PREVIA,6770,1071,6016,9346,7877,7667,5786,6935,0883,3829,5354,4354,0517,6584,0812,7308,7333,5604,6131,6786
2025-11-24,Lunes,LA PRIMERA,7419,1807,8341,1528,1863,3818,3586,4240,9137,9206,3969,6263,8054,8722,4260,5872,5182,5388,1638,8230
2025-11-24,Lunes,MATUTINA,0416,5211,1979,3707,9163,8185,3767,9412,1430,8706,1166,3287,5731,1990,8758,5407,9254,6880,4490,3330
2025-11-24,Lunes,VESPERTINA,0493,5725,4438,4280,7809,7153,2824,2144,1644,0531,4129,4077,0643,7905,1746,2467,7762,7649,2540,7219
2025-11-24,Lunes,NOCTURNA,8585,7961,1826,2009,9782,2185,9460,4236,2958,2735,8769,2614,6047,1201,1812,5623,6112,2391,0006,4836
2025-11-25,Martes,LA PREVIA,3469,0016,5336,4383,1788,9081,3491,4401,5152,0863,5248,9316,5160,7395,6057,7211,2820,6939,7343,3333
2025-11-25,Martes,LA PRIMERA,5295,3781,3087,7893,1445,7563,4892,2516,1082,4332,1226,9115,0337,7250,9057,5759,2286,6985,9033,9718
2025-11-25,Martes,MATUTINA,0282,9866,2764,4313,5875,9919,1887,5126,2361,8269,9042,5046,4616,4047,0167,3905,4048,4826,3404,0954
2025-11-25,Martes,VESPERTINA,1001,3530,7624,4808,0686,7075,4127,6385,4030,1519,6150,1163,9114,6268,3889,2802,7773,0385,6010,5274
2025-11-25,Martes,NOCTURNA,6663,5164,3310,1562,8832,5012,5345,5892,4697,9552,1657,1022,0558,3699,8201,3947,9376,5394,6222,2446
2025-11-26,Miércoles,LA PREVIA,6868,9835,9211,2671,0803,8579,5253,9873,1695,8221,5998,6874,4767,7454,2546,0201,8508,4837,7286,6165
2025-11-26,Miércoles,LA PRIMERA,7490,0172,6873,9939,5204,9429,4481,5244,4422,6472,0531,2926,3825,6775,8346,2590,2422,4454,3510,7531
2025-11-26,Miércoles,MATUTINA,8886,9227,3527,0586,7521,4739,7136,1688,9182,3206,0116,0528,8142,0347,8459,3157,2221,1237,8549,8768
2025-11-26,Miércoles,VESPERTINA,5316,6727,8690,4993,8387,7213,9260,4557,5605,0989,3597,7441,6387,2765,2425,6524,5904,1950,0006,6205
2025-11-26,Miércoles,NOCTURNA,0094,1988,7491,2619,6341,1224,3366,4015,8955,9621,9797,2707,6694,0424,7571,7255,9857,6615,2627,3238
2025-11-27,Jueves,LA PREVIA,0586,2837,6702,8074,3982,7303,4352,1691,8389,5345,0541,7281,1953,1750,8548,2612,9133,9015,4991,2743
2025-11-27,Jueves,LA PRIMERA,4346,6595,7014,1631,6230,7761,1528,3707,3320,1672,4157,7555,9573,0172,7461,2426,5688,9332,1951,5360
2025-11-27,Jueves,MATUTINA,7717,8605,0751,2390,0025,1459,4989,2276,5554,8043,0680,7522,5909,7672,9961,0612,5010,0532,2946,7309
2025-11-27,Jueves,VESPERTINA,8924,0657,5820,6446,0075,2430,6944,7159,0511,0993,1530,8515,1720,1455,5397,0170,2381,4614,8858,8439
2025-11-27,Jueves,NOCTURNA,8757,6473,8839,1614,8799,8211,4300,0548,3251,9944,1304,3294,1713,9283,0489,7523,0852,2556,7000,9298
2025-11-28,Viernes,LA PREVIA,2446,2764,9747,0274,1177,5185,4856,1143,3964,5357,2335,1999,0422,6378,3774,7991,9199,8966,8048,6405
2025-11-28,Viernes,LA PRIMERA,3238,7840,8014,7630,5980,2202,0517,3568,5413,9332,0446,4637,5634,2064,8176,5593,3944,9234,0091,9921
2025-11-28,Viernes,MATUTINA,7950,2143,2037,4159,0783,3245,7264,3340,2199,0979,8824,5562,9650,2399,0296,4034,3304,7161,6115,2839
2025-11-28,Viernes,VESPERTINA,0437,8415,5943,2852,5646,7416,6520,0289,8146,1191,3373,5699,9971,4330,4280,0066,4549,5406,7356,7868
2025-11-28,Viernes,NOCTURNA,0338,2494,0393,1659,7006,2514,7969,9588,1806,0445,6262,5881,7716,4597,2292,1828,4763,6859,7558,3362
2025-11-29,Sábado,LA PREVIA,7939,5538,9344,1866,0873,3927,7812,8669,1508,0279,5751,9683,9907,4098,1477,3323,7083,4375,4866,1466
2025-11-29,Sábado,LA PRIMERA,3315,3193,8490,7182,8916,4950,9472,1010,3082,6735,1246,5061,8757,6871,4875,4768,3401,1332,2616,5661
2025-11-29,Sábado,MATUTINA,7568,8324,9247,5018,4374,2123,8764,2273,1490,5626,6484,0847,1015,1294,8535,5920,6476,4974,7514,4611
2025-11-29,Sábado,VESPERTINA,0960,0005,7527,5332,8509,4218,9124,0219,5084,4606,0514,9575,3186,4038,2508,0713,4231,2246,6733,6369
2025-11-29,Sábado,NOCTURNA,5598,5068,0325,7648,0752,5734,4228,8115,7572,8701,8859,9617,4149,3805,0025,0787,8732,1466,5008,1445
2025-12-01,Lunes,LA PREVIA,5309,0414,2010,4178,7814,4345,2270,4589,3571,2502,3471,3790,6630,0524,3543,9857,6276,0976,6894,2562
2025-12-01,Lunes,LA PRIMERA,7614,7082,7527,9981,1295,7737,8554,1826,3226,9598,6637,5273,5013,9516,2083,1088,8358,8495,6301,7542
2025-12-01,Lunes,MATUTINA,6117,3476,3945,1863,5713,6364,1430,8948,4141,4531,6869,7407,2990,4533,0787,7349,4850,6964,4060,7243
2025-12-01,Lunes,VESPERTINA,8602,5374,8212,8553,3776,5929,6081,0686,9493,0880,4737,6048,8459,3520,4357,6155,4418,4306,2027,5097
2025-12-01,Lunes,NOCTURNA,5919,5571,8870,6630,8317,9660,0020,3641,1383,3361,8891,7664,0694,3978,8837,1890,2618,4375,7746,8859
2025-12-02,Martes,LA PREVIA,9575,5966,3971,5765,1177,8042,6571,9143,4490,3549,1889,8691,2492,8503,5152,1674,8323,7209,8261,2318
2025-12-02,Martes,LA PRIMERA,4450,5075,5465,3352,2872,8224,2830,0172,0023,9206,3546,4397,2881,5044,3234,4082,9684,1236,9443,2169
2025-12-02,Martes,MATUTINA,3695,9606,0673,3335,8452,9432,0409,5177,6273,6788,0428,5006,5943,0819,7413,5517,0576,3502,6614,3372
2025-12-02,Martes,VESPERTINA,0313,2104,3417,0936,9944,2142,7387,6374,7980,4728,9521,0345,9707,6494,0754,2272,9491,5316,9893,3481
2025-12-02,Martes,NOCTURNA,4540,3113,9230,5518,4173,6934,3702,0473,6921,3587,4488,7395,6274,4995,4029,0089,2124,3794,0351,0268
2025-12-03,Miércoles,LA PREVIA,9941,8293,2228,5344,0056,4343,3223,5029,3399,8080,9369,5099,9086,2998,2385,5416,4274,7885,2141,0481
2025-12-03,Miércoles,LA PRIMERA,3585,3833,7832,7246,3226,3822,1319,7362,4089,5896,9630,2201,4650,4061,3169,7878,4675,4755,6797,4565
2025-12-03,Miércoles,MATUTINA,3115,6170,8666,9004,4393,7467,8342,9605,1755,8097,4557,7094,9114,9729,6300,2123,1993,5079,9483,1708
2025-12-03,Miércoles,VESPERTINA,7149,0348,8590,9471,1012,3938,1250,4355,5588,8554,3892,5625,2894,8801,4614,6771,3024,1127,3079,6878
2025-12-03,Miércoles,NOCTURNA,8428,9988,0500,9209,5408,3319,1530,5412,9498,6185,7943,4441,7901,8358,9074,3249,8408,6928,8154,9699
2025-12-04,Jueves,LA PREVIA,2965,8417,7475,9399,3797,1150,3433,1888,8289,2806,7783,6766,8401,5655,1376,6514,6814,7972,1021,6839
2025-12-04,Jueves,LA PRIMERA,4414,7260,4413,2206,7784,6223,7378,0310,6276,7801,6265,8274,1063,2824,5896,3465,7469,5059,5310,7471
2025-12-04,Jueves,MATUTINA,4107,4785,9920,9302,0959,9593,5522,0145,5472,0791,9573,9292,4296,2557,0758,6216,0914,4149,0798,9266
2025-12-04,Jueves,VESPERTINA,0628,2822,9748,0933,5462,2532,1636,1641,4473,9422,9377,2469,4389,3955,4720,8125,4025,0746,5201,3036
2025-12-04,Jueves,NOCTURNA,3883,5752,7774,3650,2276,0686,7578,5129,7108,6938,3079,0384,9858,5599,2135,8274,2059,3529,5421,1608
2025-12-05,Viernes,LA PREVIA,8200,7275,3238,9464,5243,1055,6357,7437,8219,6565,1700,9061,5030,6591,5102,0470,5513,1923,0058,7210
2025-12-05,Viernes,LA PRIMERA,1905,4241,7784,9121,1774,8052,4222,6127,5283,0731,9207,6141,8533,6939,2857,9428,6061,4497,0315,5877
2025-12-05,Viernes,MATUTINA,8071,2792,6619,3848,7357,3001,5677,0926,8406,9447,1379,2193,7644,3166,4533,7732,9979,0732,8066,0846
2025-12-05,Viernes,VESPERTINA,7241,8752,5119,0240,4421,0992,5981,6578,6944,2032,6671,5737,1593,9651,8774,8750,0794,6703,8014,8191
2025-12-05,Viernes,NOCTURNA,5450,5104,4156,9207,2823,5413,4147,7579,9877,3279,5334,3777,3719,3445,9697,2040,4918,0053,0470,4589
2025-12-06,Sábado,LA PREVIA,5467,3419,1753,7829,0278,6882,3878,1336,9749,1040,6399,4048,9711,5333,4174,5466,4389,1632,4113,5826
2025-12-06,Sábado,LA PRIMERA,5686,6663,5940,1325,2295,9494,0528,0104,7938,2784,0089,4397,0835,7705,4170,0913,3556,7338,0128,1835
2025-12-06,Sábado,MATUTINA,6537,6412,7734,9281,7410,3736,6075,3456,5191,4049,9499,1554,3750,6274,9608,3541,3411,5101,7532,2624
2025-12-06,Sábado,VESPERTINA,7099,3330,7431,7141,0657,3312,4537,4534,1973,5429,5738,4305,1566,1036,6458,4278,3335,8332,6808,8956
2025-12-06,Sábado,NOCTURNA,1218,1338,6810,4926,5972,1035,9640,0728,2838,5552,3030,1811,8185,7857,3581,4468,1028,6428,4914,2281
2025-12-09,Martes,LA PREVIA,1768,5913,3441,1498,9966,4807,3870,8796,4794,9105,5714,9886,5274,0529,5149,6009,1408,2507,2329,1603
2025-12-09,Martes,LA PRIMERA,6588,6226,7663,6285,4477,4392,7906,0978,0018,5912,1095,0973,5187,2590,4738,5539,7987,4160,3438,3075
2025-12-09,Martes,MATUTINA,8770,6275,6365,4704,2556,9722,1148,4037,1783,8035,9357,8967,3458,9180,9396,4992,7464,7741,4071,6202
2025-12-09,Martes,VESPERTINA,7979,6983,5327,1952,0732,4503,9416,3076,8457,6003,4303,9275,7682,1577,7763,1948,7512,8890,7537,5322
2025-12-09,Martes,NOCTURNA,3010,3333,0835,4484,4993,8510,9594,9253,6237,2594,2175,8601,0816,6109,9095,7935,0351,1002,6193,7149
2025-12-10,Miércoles,LA PREVIA,3830,4715,2766,9065,6474,0551,7100,6574,8738,1206,9671,5138,2497,4947,1274,3257,4838,5514,6177,9463
2025-12-10,Miércoles,LA PRIMERA,8075,8455,7273,3471,8433,5900,0759,0576,5031,8314,4244,0912,4448,3077,3244,0972,3262,1638,0236,0839
