fecha,dia_semana,turno,pos_01,pos_02,pos_03,pos_04,pos_05,pos_06,pos_07,pos_08,pos_09,pos_10,pos_11,pos_12,pos_13,pos_14,pos_15,pos_16,pos_17,pos_18,pos_19,pos_20
2025-07-28,Lunes,MATUTINA,7226,7574,9689,5885,7333,2789,7168,6115,8938,0075,1607,3964,5274,0539,6880,2826,1069,9208,4337,1684
2025-07-28,Lunes,VESPERTINA,2042,1414,1367,8199,3273,1276,5794,3924,1276,3739,2145,4147,6621,6284,8905,2099,5306,3508,1256,4842
2025-07-28,Lunes,NOCTURNA,3898,1940,3084,4913,2152,6730,1544,7015,1110,5660,5675,0674,8906,0868,7490,0756,4435,0105,6955,2639
2025-07-29,Martes,LA PREVIA,1329,0838,4495,5268,8186,2519,8054,2386,8121,0788,5586,6315,2734,5386,4793,9525,5772,7738,1878,9427
2025-07-29,Martes,LA PRIMERA,1513,2674,9210,4773,7556,0525,1072,0095,4870,3210,4639,5282,7682,3419,6552,3410,2820,6899,5985,2718
2025-07-29,Martes,MATUTINA,2188,2467,2135,0557,8417,1839,5752,9021,8164,2182,1585,6009,8067,6413,0549,5595,9275,9666,1351,1197
2025-07-29,Martes,VESPERTINA,9068,5589,0611,7699,0729,8410,1293,7657,1417,2341,2924,3509,6830,6602,6659,5023,2816,6355,5822,6377
2025-07-29,Martes,NOCTURNA,8042,5223,3673,6926,0609,6031,6726,1500,3459,4322,5151,1204,8761,8141,7708,9516,0523,7387,5360,9405
2025-07-30,Miércoles,LA PREVIA,4110,4393,7829,1077,3236,4957,0082,8393,5183,0865,4391,8205,2958,4028,3851,1966,0001,6345,5707,6068
2025-07-30,Miércoles,LA PRIMERA,8603,1417,6893,2011,1016,9185,5970,3500,3507,0387,2166,3881,4649,0193,6189,7482,8335,2103,9763,2016
2025-07-30,Miércoles,MATUTINA,2794,9875,5124,2918,4805,5750,8267,0783,9434,0746,3761,4092,4667,0771,3141,3035,4471,5030,2786,8814
2025-07-30,Miércoles,VESPERTINA,4221,3910,3820,2980,0428,1600,0874,5076,8863,2815,4686,3093,6962,4070,0924,1549,7855,2261,6028,5440
2025-07-30,Miércoles,NOCTURNA,5426,0743,6117,5087,3137,0237,3210,8688,7034,3259,2045,5411,7671,8413,6570,1693,9965,7402,1132,3582
2025-07-31,Jueves,LA PREVIA,4228,8209,5432,1659,2140,2049,3415,7052,9604,1715,3003,1865,1283,4583,9687,7817,5896,9987,7490,4624
2025-07-31,Jueves,LA PRIMERA,3361,5237,7166,9062,3147,2232,8090,0276,2756,8602,5888,5329,5113,6871,8236,2950,9985,3954,2649,0602
2025-07-31,Jueves,MATUTINA,0365,4314,1334,7566,8074,7616,9146,5405,7815,3629,0704,5324,8917,3793,8493,0100,7661,0659,4984,8840
2025-07-31,Jueves,VESPERTINA,6744,8023,2782,9645,3158,0225,5345,3966,8079,4041,6189,4696,3948,7737,8182,8117,4912,5040,6250,8911
2025-07-31,Jueves,NOCTURNA,4851,9859,2883,5814,2344,6880,0258,7124,7713,6378,9582,2983,5825,1144,5354,3204,0307,6411,2692,8308
2025-08-01,Viernes,LA PREVIA,7152,8610,5854,3691,3026,2749,0594,1462,0226,4778,4899,3727,3875,2987,1520,4076,2012,3369,7970,3094
2025-08-01,Viernes,LA PRIMERA,3276,6554,3800,3926,7829,0622,1326,7601,5834,6525,9656,6355,2886,2792,6156,4698,6837,2449,2733,3555
2025-08-01,Viernes,MATUTINA,6424,9875,4481,2073,9777,2524,6513,2841,0471,7772,1553,5515,6433,1341,1954,0175,5197,1737,3471,9861
2025-08-01,Viernes,VESPERTINA,8979,6699,2307,4290,8004,0771,5226,2874,4712,6174,3863,2133,8918,4188,0822,7254,6093,6138,0607,3469
2025-08-01,Viernes,NOCTURNA,1376,7331,1190,6093,0791,1527,5165,0885,9456,8749,2530,9068,7808,9163,1539,8773,9157,9536,8460,9694
2025-08-02,Sábado,LA PREVIA,8026,3038,5469,1324,9304,1411,7517,1300,5027,6134,0450,7619,7212,6007,7132,5497,9510,6120,1395,5942
2025-08-02,Sábado,LA PRIMERA,2910,8998,3534,2279,0435,4859,8506,9960,1238,5652,1251,4200,8933,9823,3772,4732,3512,5767,2331,2430
2025-08-02,Sábado,MATUTINA,5105,1538,4388,6285,1056,6509,6702,6024,2505,2968,0252,2294,9167,8715,9449,2234,5086,6093,2567,8779
2025-08-02,Sábado,VESPERTINA,7236,7895,9022,3615,4926,8006,5518,0007,5953,2050,0224,9110,9017,3057,7250,5140,1459,3582,3960,5404
2025-08-02,Sábado,NOCTURNA,6944,5877,0075,7924,6869,0422,7452,5810,6032,8620,0231,6417,4925,7218,8320,5729,5641,1391,3776,3253
2025-08-04,Lunes,LA PREVIA,0208,5041,8751,3638,1185,5713,9994,7975,9945,1702,9807,0041,6289,4075,3120,1878,9535,0938,4542,4696
2025-08-04,Lunes,LA PRIMERA,6716,5250,3067,0260,1489,6820,2485,5655,4008,1539,4350,2783,0351,3987,1610,8017,5057,4918,6116,8915
2025-08-04,Lunes,MATUTINA,3365,1254,8108,2423,4077,4831,4532,4537,5828,6180,9526,6459,5941,6001,8416,1842,9828,5492,5790,6728
2025-08-04,Lunes,VESPERTINA,7502,7818,6252,7424,2832,2609,0524,2120,5349,8561,9758,8195,1188,2313,1196,1476,2803,3030,6006,3961
2025-08-04,Lunes,NOCTURNA,4980,8028,1197,7241,2893,8278,0904,0606,0170,5946,6351,0934,2431,4578,1485,8718,9031,5172,7269,0695
2025-08-05,Martes,LA PREVIA,7726,6210,4449,2867,0872,1955,6192,7413,4458,9021,7284,1978,0279,7588,5921,2388,0199,9511,2170,5347
2025-08-05,Martes,LA PRIMERA,1438,8331,4131,9995,1120,1423,9350,8450,7757,5887,2392,9003,2131,4774,2826,7343,2417,3483,0256,3641
2025-08-05,Martes,MATUTINA,5098,4389,7896,9058,6871,2442,6077,3565,2986,7555,6901,9255,7906,6096,9771,1147,6665,0431,1846,7309
2025-08-05,Martes,VESPERTINA,3745,5900,5023,3040,6860,9106,7784,6205,0031,3284,1205,5837,1311,3733,3620,8044,6780,3769,2313,8663
2025-08-05,Martes,NOCTURNA,9163,2225,9451,3254,7925,4226,7756,6109,2233,4770,3610,3298,6008,3971,6095,5441,9052,3424,8168,2282
2025-08-06,Miércoles,LA PREVIA,5310,3119,3939,4967,0525,5203,4985,5719,4136,6519,8143,0791,9833,7087,4277,7132,8162,2293,5212,6902
2025-08-06,Miércoles,LA PRIMERA,0790,4628,8580,7383,3170,6160,5216,5864,0857,0473,0317,2027,6832,5930,4007,1810,3163,3506,6632,3619
2025-08-06,Miércoles,MATUTINA,8757,4488,2249,0121,4761,8907,1002,9847,5342,9674,4064,9564,7513,0395,9734,3382,0633,9997,7275,5323
2025-08-06,Miércoles,VESPERTINA,5767,1511,9446,6347,1995,8867,7544,9455,9942,7643,4371,0390,1209,9898,0189,3686,4345,3742,4252,6435
2025-08-06,Miércoles,NOCTURNA,8933,5188,0305,6945,5240,2509,9141,7375,2552,2943,9019,0821,9582,3204,1607,9841,2219,7923,1425,1075
2025-08-07,Jueves,LA PREVIA,6960,8550,0857,8613,7054,6720,5171,6696,5047,9372,0532,4385,1912,0665,2686,8139,7472,4519,7766,0393
2025-08-07,Jueves,LA PRIMERA,5198,6145,2042,0986,9901,9407,1441,4087,2597,0552,1380,7849,7209,9713,6127,0782,8329,6959,5779,1316
2025-08-07,Jueves,MATUTINA,4220,0730,1101,1797,6200,1641,9351,7736,1114,7268,6336,3851,8541,1653,4731,8440,3606,6359,6304,5618
2025-08-07,Jueves,VESPERTINA,7663,8411,8441,9189,5692,0345,1537,5735,9632,2157,3722,7114,4174,1509,4741,8214,6795,4333,7156,7688
2025-08-07,Jueves,NOCTURNA,7578,1959,6577,8645,8319,9389,8144,9562,6080,8247,5216,5565,5310,3423,2213,4754,8755,0253,7920,9121
2025-08-08,Viernes,LA PREVIA,6928,5514,7554,1205,8192,5892,5417,9672,3279,4999,7032,2804,4848,1023,7491,2481,3139,7272,2743,6555
2025-08-08,Viernes,LA PRIMERA,6637,1693,7263,0621,8527,1201,2287,4139,8855,2731,2550,3049,9168,2357,5053,2904,3384,6957,6553,7197
2025-08-08,Viernes,MATUTINA,4715,3425,5794,1307,5156,6834,4932,4761,9786,1675,6681,0765,3052,7734,1002,3544,2981,9119,3477,3210
2025-08-08,Viernes,VESPERTINA,2380,2055,2671,5654,9646,3875,4232,8994,7167,5025,6095,6301,8542,2069,3639,1857,9441,3726,1979,0533
2025-08-08,Viernes,NOCTURNA,8348,0409,5840,2922,2841,7929,1461,9242,4895,4778,4425,8010,8562,3852,0859,8464,4125,3411,9044,5445
2025-08-09,Sábado,LA PREVIA,7336,4154,5639,7468,2323,0717,5526,0664,1022,1710,2654,3054,3505,8030,7142,0400,2728,1862,0684,8023
2025-08-09,Sábado,LA PRIMERA,4043,3681,8082,8114,5621,1391,2209,4508,4863,4130,9307,0422,1267,9051,5859,7110,3193,9776,4748,8769
2025-08-09,Sábado,MATUTINA,6638,8640,6470,8750,4816,2325,0253,7823,6862,4080,3159,3889,5621,0197,4195,7463,5023,2992,0795,4995
2025-08-09,Sábado,VESPERTINA,3260,2737,0043,1908,9163,5619,9593,2203,9420,7877,8060,8569,5702,7260,9977,1564,2322,7990,8957,1736
2025-08-09,Sábado,NOCTURNA,2931,3464,4416,3607,9707,0538,6098,1599,3784,1479,5787,9206,6015,9363,2109,0162,1863,4554,0876,9379
2025-08-11,Lunes,LA PREVIA,4555,0743,6934,3475,1238,5038,9916,3994,0259,1213,0289,7734,7799,3477,5154,5157,4771,5919,7847,1471
2025-08-11,Lunes,LA PRIMERA,4931,8978,9454,5891,6746,0336,4709,3740,2906,5323,9946,0319,3321,5805,5249,3522,4726,9352,5812,8542
2025-08-11,Lunes,MATUTINA,9928,5882,8763,9059,8905,4346,3153,7529,0718,7411,5650,5497,2791,3040,1436,6692,5906,2849,5784,7137
2025-08-11,Lunes,VESPERTINA,3649,5148,4215,9386,6371,4579,5755,8109,2585,3672,0088,3846,0153,9530,8587,1082,0956,6079,4596,7106
2025-08-11,Lunes,NOCTURNA,6556,9420,7949,6283,3737,5752,6472,6079,1894,0780,9939,5647,9635,9046,1890,5657,9008,9056,1338,9176
2025-08-12,Martes,LA PREVIA,4191,4782,3824,1580,7141,7149,2824,9222,2226,1145,9426,5885,5870,6251,7369,9731,4649,6845,5287,5625
2025-08-12,Martes,LA PRIMERA,0601,9316,9962,5265,6604,9715,7550,2465,5465,2311,9568,1799,7203,4398,1054,0812,8478,8680,6599,8979
2025-08-12,Martes,MATUTINA,7445,2307,2648,9267,0514,4851,0887,5124,9890,9586,5174,8278,3621,2229,6094,1884,3540,1925,1367,1203
2025-08-12,Martes,VESPERTINA,7872,4516,7660,3815,1942,2984,3414,8010,5891,2580,4619,7490,8139,9914,0494,2740,3966,5193,9685,4762
2025-08-12,Martes,NOCTURNA,5287,5570,6324,5966,0799,3378,3067,8129,6005,6650,5224,4738,3780,8888,5393,8867,1406,0037,3801,0770
2025-08-13,Miércoles,LA PREVIA,1613,3328,3529,2541,4737,0261,4422,7544,7618,0578,4185,1534,6807,6165,1989,2956,0927,6384,9094,9153
2025-08-13,Miércoles,LA PRIMERA,0891,7179,6069,5308,1844,1261,4767,8472,5023,4093,1074,5534,0219,6144,7780,1592,5239,3807,2611,1865
2025-08-13,Miércoles,MATUTINA,6233,5771,5183,2464,4095,0736,5871,1749,0969,1109,9707,6779,6402,5269,8802,6367,5354,1240,9781,6463
2025-08-13,Miércoles,VESPERTINA,9269,3297,4514,1091,9652,5226,1582,8342,5357,1973,8403,4841,0643,2428,0787,2095,6020,1922,6433,3218
2025-08-13,Miércoles,NOCTURNA,2576,1854,8694,5695,8981,1184,6950,8000,9549,3746,2743,4455,4337,5916,3286,4441,9954,3616,3959,0640
2025-08-14,Jueves,LA PREVIA,8133,1462,0586,7696,7369,1096,7190,2313,3876,0506,0442,1773,7395,4000,9752,2443,2404,3485,3402,4807
2025-08-14,Jueves,LA PRIMERA,9740,6343,7886,2322,3545,1682,3309,8459,6441,5536,1445,5050,6062,7367,6247,5467,6445,2332,3886,2004
2025-08-14,Jueves,MATUTINA,5746,0740,0746,2086,8914,8200,9727,3184,5646,0942,9560,7735,9937,7807,1195,0061,3481,7738,8191,0027
2025-08-14,Jueves,VESPERTINA,5518,8988,0955,4061,7511,2273,8608,8142,1994,8021,3079,3954,4875,2021,5701,5420,4417,3409,2634,6226
2025-08-14,Jueves,NOCTURNA,7055,6845,4494,9656,1292,8685,3480,1878,7228,9353,4506,8638,2632,5867,3293,4688,0954,0889,3829,1865
2025-08-15,Viernes,LA PREVIA,8755,8301,9644,3606,3048,6635,4706,6268,8079,5711,0095,8016,7275,7757,9166,8406,1395,1596,1565,2821
2025-08-15,Viernes,LA PRIMERA,8479,2757,4888,8038,6529,6397,5587,7001,1739,1562,8451,6093,8257,6811,8946,6074,0698,2106,5942,8877
2025-08-15,Viernes,MATUTINA,5235,4351,0258,8214,5010,0429,3450,5514,8857,6601,3829,4519,8419,3180,7421,7876,8803,0798,2239,7589
2025-08-15,Viernes,VESPERTINA,2278,4731,0993,7037,0798,4869,0071,1698,6382,5646,5608,3255,5821,0705,9882,6951,3994,1697,7896,2541
2025-08-15,Viernes,NOCTURNA,4229,3049,3316,4499,4041,1696,4792,3936,6849,9924,1242,1941,3208,5105,0891,3260,5323,8653,9406,8355
2025-08-16,Sábado,LA PREVIA,2510,4852,3090,0001,1157,1441,4808,1277,3719,5409,7463,9820,1511,3710,0129,1596,2869,1653,4418,9956
2025-08-16,Sábado,LA PRIMERA,1289,9118,7102,9579,8961,2488,7875,1970,6182,8753,0458,5169,5071,2130,6507,2619,8260,6296,0640,4520
2025-08-16,Sábado,MATUTINA,2797,0948,6469,2692,7170,5083,0921,7144,0223,9850,7105,4929,0666,8254,1837,0206,6389,9472,5851,6341
2025-08-16,Sábado,VESPERTINA,7883,8817,1080,5641,7851,0829,8514,0433,8835,3739,6837,7534,6944,9686,5858,9632,1233,5608,8442,8325
2025-08-16,Sábado,NOCTURNA,1712,9712,8231,1152,2069,0674,1793,8354,7968,8957,6684,8395,8626,4513,4974,8092,2997,4147,5436,3721
2025-08-18,Lunes,LA PREVIA,1530,1929,6567,4024,3893,4226,8427,7045,9555,1199,5261,8296,2839,7097,9451,0619,5243,1618,8540,8307
2025-08-18,Lunes,LA PRIMERA,4448,1314,3738,6436,6926,9407,9475,0680,9883,4161,8573,4788,2963,2203,5579,0473,8338,7233,5548,1380
2025-08-18,Lunes,MATUTINA,2050,4556,2967,4776,0035,0176,1426,0801,6483,6401,4054,3377,1942,7545,0078,6747,0262,1007,8870,5277
2025-08-18,Lunes,VESPERTINA,8800,0612,4000,4150,5350,4340,7634,7206,8438,7005,6182,3247,3599,0919,5689,3596,3377,3992,7872,2930
2025-08-18,Lunes,NOCTURNA,5647,0082,1710,7379,2752,1967,6908,2514,8855,1979,1190,6614,8910,3835,0826,1385,9534,5624,9338,2219
2025-08-19,Martes,LA PREVIA,9150,1399,9916,5210,1803,4979,6110,4984,1839,4538,9651,7667,9307,9914,9957,1595,0581,0944,8044,3540
2025-08-19,Martes,LA PRIMERA,3868,3458,9149,9043,0536,2992,4028,7737,7164,3373,5472,5448,1146,2295,1072,3454,8711,2570,4699,6744
2025-08-19,Martes,MATUTINA,6213,7087,6581,6221,1224,9302,5539,7072,0538,7125,9986,9853,8610,1833,8725,5529,7717,6496,7075,5320
2025-08-19,Martes,VESPERTINA,9729,7671,7187,0384,9300,5341,1483,3267,3803,7283,3002,6129,7310,0767,9183,4088,1368,9742,8482,9789
2025-08-19,Martes,NOCTURNA,0435,8200,9238,0711,0463,9287,0584,8366,3048,8633,1262,7520,1603,0298,9197,8515,5418,1719,5272,7083
2025-08-20,Miércoles,LA PREVIA,1914,2882,6079,1338,3626,1253,9925,0238,3589,7448,5308,2346,4210,6007,7776,8884,8065,3727,4466,9746
2025-08-20,Miércoles,LA PRIMERA,4475,4487,4715,5705,5304,3077,1537,1935,6043,2223,5880,1062,8458,0358,4660,0006,9696,3946,7460,5228
2025-08-20,Miércoles,MATUTINA,8096,4968,3521,4303,5274,8398,4361,3999,3320,9279,3321,3013,2235,4320,3184,2370,4426,3968,1552,5390
2025-08-20,Miércoles,VESPERTINA,1388,6752,3192,2915,4117,7827,1972,2886,1886,0465,6758,9296,6240,0470,0145,6517,3056,1312,3546,3489
2025-08-20,Miércoles,NOCTURNA,5717,9022,4374,3572,6302,5880,7340,0040,8015,6229,7485,2611,5934,8171,6150,6789,8334,8566,2643,4857
2025-08-21,Jueves,LA PREVIA,1341,4081,2137,2244,6518,6784,9967,7560,9608,2059,6478,0075,9866,0130,3122,3677,6166,9951,9671,1338
2025-08-21,Jueves,LA PRIMERA,4219,8985,6457,2037,8208,6943,6210,1165,0463,6640,2289,0990,8644,8840,6522,0459,3420,5946,5830,0098
2025-08-21,Jueves,MATUTINA,4560,0792,5646,8102,6092,1953,2981,5591,3858,8141,7226,6003,9755,0047,8187,1242,1878,6472,9797,6081
2025-08-21,Jueves,VESPERTINA,7669,5922,9119,6310,7760,9946,4096,8180,4574,3692,9534,3843,3162,6161,2716,0191,5487,4487,9657,9783
2025-08-21,Jueves,NOCTURNA,3652,1211,0722,2005,0878,4973,0229,6746,4422,0288,6910,9944,6762,4432,5251,5886,9715,1000,9269,8117
2025-08-22,Viernes,LA PREVIA,5316,0628,1508,4653,6126,9368,5757,6522,2590,5492,1195,1691,8578,0547,9409,3318,0107,2206,7005,1706
2025-08-22,Viernes,LA PRIMERA,5537,2274,8400,0993,6747,4791,8445,2215,1137,8373,2782,1586,3362,2882,2142,2560,6749,6137,0604,4558
2025-08-22,Viernes,MATUTINA,3285,3128,9944,0534,2361,1493,2546,3455,4376,2346,5089,7279,8644,8817,7953,1803,3140,9462,6056,4832
2025-08-22,Viernes,VESPERTINA,7082,9515,4421,2103,1099,6844,1148,7705,7060,7331,1585,1501,0117,0560,5113,0983,4331,5890,9753,0593
2025-08-22,Viernes,NOCTURNA,5285,3500,8994,8164,1836,8632,2107,6848,3076,4762,3713,0803,1918,3710,2506,8142,7260,6952,2872,7231
2025-08-23,Sábado,LA PREVIA,4646,2725,6618,9618,9393,8667,6326,0725,7963,8503,0611,1982,4152,5412,2692,3795,4119,1552,6695,3359
2025-08-23,Sábado,LA PRIMERA,1770,1088,7746,6926,4620,7772,7489,4837,4866,5134,3982,6218,9569,5987,0788,7761,6125,1928,2738,3620
2025-08-23,Sábado,MATUTINA,4358,5103,5653,1334,7769,1691,1803,6502,7121,7608,5910,2755,9823,9994,5290,8770,6653,5896,0117,8755
2025-08-23,Sábado,VESPERTINA,9085,2798,9547,5383,5511,1108,1728,4272,9313,1788,2531,7164,4677,5766,6171,0613,5152,2226,7938,9089
2025-08-23,Sábado,NOCTURNA,9819,2505,8033,7132,9273,3275,0127,7512,2375,2928,2676,7113,2390,6192,5552,1503,5349,8695,5795,7872
2025-08-25,Lunes,LA PREVIA,3428,9724,2315,5066,5162,8917,4199,8877,9119,1275,9187,2215,7176,6603,6332,4067,4372,7748,8067,0462
2025-08-25,Lunes,LA PRIMERA,1801,7566,9981,7468,0687,1323,5832,7393,0427,7682,2818,5691,2083,8268,0793,6603,3034,1341,6222,1217
2025-08-25,Lunes,MATUTINA,1984,1605,8932,4163,5557,9504,7702,6569,8912,7219,4526,2667,1944,1958,2103,1564,4825,5878,7784,9645
2025-08-25,Lunes,VESPERTINA,1527,2223,5501,8030,9111,6529,0321,0500,2685,6232,2598,2747,4837,4356,8748,3051,4701,4983,0561,7309
2025-08-25,Lunes,NOCTURNA,2821,3396,0558,9408,5273,1739,0586,9753,8558,4702,6861,2191,5190,1947,8341,9278,4670,9428,3566,0111
2025-08-26,Martes,LA PREVIA,2769,9552,9290,7766,6390,9956,2099,8428,7015,5121,3731,2055,2201,8051,3415,5609,0527,3309,9959,2661
2025-08-26,Martes,LA PRIMERA,2972,6034,8215,9302,3071,4526,2667,4492,5281,2814,8187,7504,4876,4054,6876,0600,6845,5681,4558,0708
2025-08-26,Martes,MATUTINA,3198,7566,5767,0358,3904,5365,7869,1179,4745,5594,8912,1791,1034,5271,9599,7113,9196,9721,6278,7414
2025-08-26,Martes,VESPERTINA,5693,4156,9979,7460,4995,6981,8382,6902,2058,4839,9170,6941,6708,4790,6425,1614,3602,9813,0912,9884
2025-08-26,Martes,NOCTURNA,3339,8104,5307,1102,1200,7806,8498,0945,6660,2837,9149,1272,1588,2243,5132,1635,3158,8848,3479,1491
2025-08-27,Miércoles,LA PREVIA,9245,6902,3000,5003,9793,8979,1239,4125,8000,3830,2432,2753,7099,8111,4082,4383,1110,3653,8441,3287
2025-08-27,Miércoles,LA PRIMERA,2547,0986,4629,8903,0125,4959,5835,4010,2925,9627,9893,8408,2777,7728,0272,8809,8871,5727,9067,5084
2025-08-27,Miércoles,MATUTINA,2474,3510,8721,9266,2625,7304,2256,5626,6759,8859,9240,3053,2035,1378,2860,3643,9115,2243,1489,9888
2025-08-27,Miércoles,VESPERTINA,5027,9874,3657,8262,3247,2231,7304,4955,9308,8765,7316,6646,6158,4024,9451,5228,3937,7380,9506,6573
2025-08-27,Miércoles,NOCTURNA,1134,1353,6568,8635,9852,9542,3963,2919,9100,5295,1675,1958,5639,1159,2421,3877,2089,6892,5758,2091
2025-08-28,Jueves,LA PREVIA,7757,6167,9659,4304,9966,6182,0530,1101,4449,4329,7642,8189,0429,8138,5521,5516,2575,7543,1509,1511
2025-08-28,Jueves,LA PRIMERA,6103,0217,2497,8319,2647,7834,8172,1477,0150,1714,6755,9111,2006,4004,5524,2054,3423,8479,1878,3694
2025-08-28,Jueves,MATUTINA,8372,1263,0979,3952,4784,7605,9143,0657,9464,0161,4177,8105,3908,1509,3772,2010,5273,0267,1915,5181
2025-08-28,Jueves,VESPERTINA,7997,9047,6379,4367,0336,2389,6375,6981,6447,9821,5302,0620,6041,4576,4370,2714,2916,1250,5526,1347
2025-08-28,Jueves,NOCTURNA,2556,5911,6150,5676,6688,6144,9610,7220,5225,6305,1404,4348,3971,3350,8589,3083,1172,2915,8559,7205
2025-08-29,Viernes,LA PREVIA,6734,5585,6413,0113,8489,3477,9757,7955,2874,4777,3298,5638,3836,8880,5079,0103,5761,2276,7945,3881
2025-08-29,Viernes,LA PRIMERA,0421,2083,2926,6140,4622,5196,1795,1192,4574,3426,3893,9685,9303,2340,5296,9918,2494,9750,6387,0942
2025-08-29,Viernes,MATUTINA,5356,1196,6974,5743,2668,0893,1642,4197,4561,3115,8676,6793,0127,3334,3614,0087,9757,8539,4781,7504
2025-08-29,Viernes,VESPERTINA,0435,8979,6728,3477,7392,7844,5869,0260,1296,9049,9613,7556,3524,7995,2288,5049,4533,4876,1238,6804
2025-08-29,Viernes,NOCTURNA,8332,6043,7213,5225,1073,2261,5338,9314,9199,0357,6609,2456,6746,1861,0082,8905,0048,9731,0371,4608
2025-08-30,Sábado,LA PREVIA,8605,7132,0751,1012,1087,5675,1648,1868,0833,3372,7589,7282,4945,3964,6117,0443,9775,9598,8369,2649
2025-08-30,Sábado,LA PRIMERA,9599,0455,7245,3729,8415,2711,8105,2498,0096,7159,6667,8999,7658,9194,7601,4687,9972,5230,7689,4924
2025-08-30,Sábado,MATUTINA,6685,4356,7021,0893,6560,5823,0696,3533,0315,2957,0524,9194,9556,7305,3079,0800,4145,3890,4687,6637
2025-08-30,Sábado,VESPERTINA,7123,0547,3405,4416,3213,2961,6809,5810,3551,2777,5432,5863,6778,4145,5540,1298,6181,6919,4878,9230
2025-08-30,Sábado,NOCTURNA,9752,1962,0328,5313,7163,9076,1932,8191,4061,8414,9745,5517,2264,5783,5935,2488,8549,9886,6226,4860
2025-09-01,Lunes,LA PREVIA,3813,8276,8699,3303,7195,2505,2239,0079,1150,4488,8118,1017,6306,8278,8114,7817,1446,2045,0581,3026
2025-09-01,Lunes,LA PRIMERA,8853,4026,1061,9158,2859,9312,9308,7843,4713,3838,3854,1434,4197,1295,2314,6162,1538,0679,3210,4813
2025-09-01,Lunes,MATUTINA,9939,5836,8651,0029,9973,9243,1221,1011,4284,9473,0172,2387,5630,7937,1105,8971,8670,2957,4745,7172
2025-09-01,Lunes,VESPERTINA,4180,7843,9249,1184,8196,8001,4216,6369,8467,3322,0068,2731,9100,1169,5037,9125,0010,9984,9873,4895
2025-09-01,Lunes,NOCTURNA,2594,9009,5125,0988,8842,8731,2165,0274,2770,0090,7381,6398,4751,5802,4057,5245,5290,6543,3567,7223
2025-09-02,Martes,LA PREVIA,3818,5110,9531,4317,3856,5560,4609,5578,0467,9911,4478,5096,2136,6055,1864,1767,3972,5005,1162,2957
2025-09-02,Martes,LA PRIMERA,2022,2481,9934,2807,3806,7214,6759,1703,0765,7406,5571,7562,0024,1409,1897,9457,2734,7409,6817,1195
2025-09-02,Martes,MATUTINA,2448,3691,0053,8954,9798,7376,8120,0701,0530,3823,0462,3688,2121,6830,3485,3939,8705,3652,5539,0539
2025-09-02,Martes,VESPERTINA,0531,0327,2540,1634,2287,3635,4854,2932,4019,8118,5713,8487,5708,4767,4651,5224,8257,5792,4526,3902
2025-09-02,Martes,NOCTURNA,6241,2444,2819,5105,7754,6384,0273,6369,2482,0269,9498,2608,0054,1503,6263,9503,1652,2224,9780,1806
2025-09-03,Miércoles,LA PREVIA,8072,0565,1298,9430,3231,5127,8582,9823,1525,1910,8397,4101,4716,0160,7022,7093,7309,5199,0404,7796
2025-09-03,Miércoles,LA PRIMERA,3375,9869,9621,0604,2638,9460,8270,9411,7226,9792,0520,1169,5764,6984,9056,3912,3253,1687,4635,3481
2025-09-03,Miércoles,MATUTINA,1239,0905,8486,1691,7211,5447,2824,2958,2195,6270,1187,5164,1108,5643,4950,1952,3531,1612,2943,4468
2025-09-03,Miércoles,VESPERTINA,2248,2325,8280,2557,6003,3549,5279,1471,6844,0227,5766,2553,2095,7721,3444,9072,6553,0425,2800,0534
2025-09-03,Miércoles,NOCTURNA,0264,2168,1947,3287,0670,5804,4333,7204,6057,2173,3249,1425,5339,5412,2413,3821,4069,3621,2697,8137
2025-09-04,Jueves,LA PREVIA,5880,4525,1297,1554,6144,1648,7994,3263,2493,0065,5609,5660,7221,8893,9119,7091,0196,2556,3014,3428
2025-09-04,Jueves,LA PRIMERA,6841,7483,0660,5267,5413,8573,8773,7600,0794,3760,9707,2604,8348,5045,2810,3945,4011,3303,3490,9358
2025-09-04,Jueves,MATUTINA,8986,3813,1732,4457,8073,1966,5624,8636,0094,0082,3788,0380,3663,8078,5692,3982,4562,6482,2783,4418
2025-09-04,Jueves,VESPERTINA,8711,9596,6548,9660,4705,5075,2777,5248,1611,1784,2531,3076,6082,9103,9810,2654,4929,9450,4435,3455
2025-09-04,Jueves,NOCTURNA,4613,6111,0845,7230,5546,8323,8716,8031,0273,3531,2371,3926,7955,6636,6996,8626,5910,6760,9410,4216
2025-09-05,Viernes,LA PREVIA,5420,8056,3395,1490,9059,2795,6084,3197,5611,3781,2480,6560,7039,0288,3936,2517,2856,0966,0994,3229
2025-09-05,Viernes,LA PRIMERA,7457,8937,3304,3628,9447,7629,2484,2735,4757,3427,7357,5762,1502,9337,4089,2739,6183,4191,0938,3146
2025-09-05,Viernes,MATUTINA,8313,1520,0151,5512,0828,0034,6682,7779,4383,7421,6469,5201,2114,9908,4176,0511,0047,7280,8978,5180
2025-09-05,Viernes,VESPERTINA,7378,0257,6525,1172,7608,7795,0346,8329,0761,6851,9085,2123,7924,0664,5522,0479,3068,7273,7066,9232
2025-09-05,Viernes,NOCTURNA,0844,7178,7353,6310,3118,6824,2055,8735,0462,8849,0910,4541,9827,0811,1801,6981,3448,1347,8601,2475
